Pleszów 21 PLANNED 18:23 8059232507169002261 18:23
CzerwoneMakiP+R 52 STOPPING 18:28 8059232507168781068 18:28
CzerwoneMakiP+R 52 PREDICTED 18:35 8059232507171537676 18:35
KopiecWandy 21 PREDICTED 18:38 8059232507168006933 18:38
